Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
1/1/2019,WIPRO,EQ,330.85,330.75,332.75,325.4,328.7,326.65,328.07,1513704,4.96603E+13,9567,551152,0.3641
1/2/2019,WIPRO,EQ,326.65,328.8,331.3,323,325.4,325.55,327.22,3308303,1.08253E+14,32302,1441481,0.4357
1/3/2019,WIPRO,EQ,325.55,327,327.95,323.05,324.35,325.5,325.04,3542281,1.1514E+14,63197,1478446,0.4174
1/4/2019,WIPRO,EQ,325.5,324.5,326.85,319.65,324,324.45,323.57,2405278,7.78272E+13,57938,1009598,0.4197
1/7/2019,WIPRO,EQ,324.45,326.1,326.75,322.3,324,324.25,324.38,1903604,6.17487E+13,23556,931174,0.4892
1/8/2019,WIPRO,EQ,324.25,325,327.5,322.6,323.65,325.55,325.07,2084659,6.7765E+13,28665,1160733,0.5568
1/9/2019,WIPRO,EQ,325.55,324.55,332.6,324.55,328.3,329,329.71,3927881,1.29507E+14,57992,1914533,0.4874
1/10/2019,WIPRO,EQ,329,330.8,331.05,323,325.25,325.75,325.55,3099392,1.00901E+14,55931,1511750,0.4878
1/11/2019,WIPRO,EQ,325.75,325.6,329.9,323.5,329.25,328.7,325.82,1598939,5.2097E+13,24376,558503,0.3493
1/14/2019,WIPRO,EQ,328.7,330.05,331.1,311.35,312.5,312.55,317.41,6913323,2.19439E+14,59279,3397785,0.4915
1/15/2019,WIPRO,EQ,312.55,319,332.3,315.05,329.7,329.8,326.14,15070795,4.91526E+14,139494,3801959,0.2523
1/16/2019,WIPRO,EQ,329.8,331.8,339.8,329.05,337,336.55,335.86,9896290,3.32379E+14,107578,2046160,0.2068
1/17/2019,WIPRO,EQ,336.55,337,338.6,331.6,335.45,335.4,335.09,5289184,1.77236E+14,55846,2197929,0.4156
1/18/2019,WIPRO,EQ,335.4,336,347.5,333.4,346.55,346.15,342.26,10091966,3.45405E+14,108031,3137046,0.3108
1/21/2019,WIPRO,EQ,346.15,340,344.9,333.2,336.45,337.8,338.96,15621848,5.29524E+14,136857,3059656,0.1959
1/22/2019,WIPRO,EQ,337.8,336.8,349.6,336,348.25,346.5,342.73,6681724,2.29E+14,86310,1985221,0.2971
1/23/2019,WIPRO,EQ,346.5,348.65,355.8,348,351,351.55,352.82,9937426,3.50616E+14,101423,2270638,0.2285
1/24/2019,WIPRO,EQ,351.55,350.2,353,346.5,351.7,351.75,350.26,4230546,1.4818E+14,55478,1272871,0.3009
1/25/2019,WIPRO,EQ,351.75,348.25,358.35,348,354.2,353.45,353.77,5236553,1.85254E+14,78516,1533498,0.2928
1/28/2019,WIPRO,EQ,353.45,354.35,362.7,354.25,355,355.15,358.8,6899957,2.47569E+14,95580,2405787,0.3487
1/29/2019,WIPRO,EQ,355.15,356,360.8,353.05,359.25,359.4,356.98,4620099,1.64926E+14,76959,2024530,0.4382
1/30/2019,WIPRO,EQ,359.4,359,367.65,358,363.05,363.25,364,7408937,2.69683E+14,94565,3709581,0.5007
1/31/2019,WIPRO,EQ,363.25,366,371.4,363.3,368,369.2,367.6,7694071,2.82838E+14,79385,4046408,0.5259
2/1/2019,WIPRO,EQ,369.2,370.1,372.45,363.5,371.6,371.55,368.1,3366604,1.23925E+14,64277,1361598,0.4044
2/4/2019,WIPRO,EQ,371.55,370,374.7,368.1,371.25,371.25,371.2,3143722,1.16694E+14,53517,976602,0.3107
2/5/2019,WIPRO,EQ,371.25,370,372.2,365.8,368.65,368.45,368.9,2456401,9.06175E+13,29764,848779,0.3455
2/6/2019,WIPRO,EQ,368.45,369.15,374.95,368.75,372.8,372.2,372.69,2179261,8.12189E+13,35819,743153,0.341
2/7/2019,WIPRO,EQ,372.2,372,374.5,369.65,374.2,373.6,372.97,2243431,8.36732E+13,35015,925358,0.4125
2/8/2019,WIPRO,EQ,373.6,371.5,374.9,368.7,372.4,372.7,373.07,1400929,5.22646E+13,27427,582784,0.416
2/11/2019,WIPRO,EQ,372.7,370.9,377.4,369.7,374,373.05,374.11,2972778,1.11214E+14,51924,1224791,0.412
2/12/2019,WIPRO,EQ,373.05,374.15,376.25,368.35,374.8,375,372.92,2977246,1.11027E+14,44358,1459363,0.4902
2/13/2019,WIPRO,EQ,375,374.8,379.7,373.25,376.25,377.45,376.87,3297274,1.24263E+14,40249,1306257,0.3962
2/14/2019,WIPRO,EQ,377.45,376.4,378.4,373.95,375.1,375.1,376.41,3074852,1.1574E+14,55108,1819469,0.5917
2/15/2019,WIPRO,EQ,375.1,375.25,377.35,370.15,376.1,376.1,374.39,3522673,1.31884E+14,49689,2006426,0.5696
2/18/2019,WIPRO,EQ,376.1,378.8,378.8,370.75,374.3,375.6,374.18,3480075,1.30217E+14,52179,1410840,0.4054
2/19/2019,WIPRO,EQ,375.6,372.55,375.4,362.2,363.35,363.45,368.9,3064358,1.13043E+14,46051,833202,0.2719
2/20/2019,WIPRO,EQ,363.45,363.2,374,361.2,373.5,372.2,366.71,4410484,1.61735E+14,66957,1322041,0.2997
2/21/2019,WIPRO,EQ,372.2,372.8,376.8,370.8,374.05,374.55,373.81,2573085,9.61837E+13,58052,923794,0.359
2/22/2019,WIPRO,EQ,374.55,375,380,373.5,379.05,378.75,378,3194664,1.20758E+14,36925,1320820,0.4134
2/25/2019,WIPRO,EQ,378.75,380.8,386.7,379.25,386.5,385.4,382.84,4678470,1.79112E+14,58316,1521610,0.3252
2/26/2019,WIPRO,EQ,385.4,384.5,388.95,381.25,387.05,387.65,386.3,3802537,1.46891E+14,48857,1350624,0.3552
2/27/2019,WIPRO,EQ,387.65,380.25,383.85,372.4,374.95,374.4,377.51,8009017,3.02348E+14,80727,2637430,0.3293
2/28/2019,WIPRO,EQ,374.4,374.9,376.7,366.6,368,368.9,371.68,9428265,3.50427E+14,104220,4261798,0.452
3/1/2019,WIPRO,EQ,368.9,370.9,378.35,365.5,376.2,375.7,370.07,7036417,2.604E+14,61637,3313423,0.4709
3/5/2019,WIPRO,EQ,375.7,374,374.65,362,362.85,363.6,368.34,13515990,4.97846E+14,117320,7757751,0.574
3/6/2019,WIPRO,EQ,363.6,274.4,285.9,273.1,278.15,277.45,280.68,21507060,6.0365E+14,151205,5764553,0.268
3/7/2019,WIPRO,EQ,277.45,280,280.3,267.5,269,268.85,272.27,8100134,2.20538E+14,104901,1992069,0.2459
3/8/2019,WIPRO,EQ,268.85,261.1,262.25,256.55,257.6,257.7,259.27,27344869,7.08984E+14,151590,3108089,0.1137
3/11/2019,WIPRO,EQ,257.7,259,260.9,257.45,260,259.75,259.34,7354227,1.90724E+14,67494,3360318,0.4569
3/12/2019,WIPRO,EQ,259.75,261,263.35,260.15,260.95,261.35,262.06,6290354,1.64845E+14,57551,3841453,0.6107
3/13/2019,WIPRO,EQ,261.35,262.5,265.6,256.2,257.75,257.9,260.09,7219723,1.87781E+14,83551,3419052,0.4736
3/14/2019,WIPRO,EQ,257.9,259.35,259.7,255,257.1,256.85,256.49,4489473,1.15149E+14,99216,2138877,0.4764
3/15/2019,WIPRO,EQ,256.85,258,264.25,257.2,263.7,263.45,262.23,8720097,2.28671E+14,105967,5120638,0.5872
3/18/2019,WIPRO,EQ,263.45,264.75,264.75,256.05,257.3,257.6,259.39,5748614,1.49112E+14,68397,2587654,0.4501
3/19/2019,WIPRO,EQ,257.6,257.8,258.9,255.1,257.9,257.45,256.44,5051847,1.2955E+14,52534,2726694,0.5397
3/20/2019,WIPRO,EQ,257.45,258.4,263,258.4,261.75,261.55,261.64,6114562,1.59981E+14,57423,2113889,0.3457
3/22/2019,WIPRO,EQ,261.55,262.45,263.75,258.5,260.05,260.55,260.61,3198029,8.33445E+13,45127,1426225,0.446
3/25/2019,WIPRO,EQ,260.55,262,262,256,257,256.5,258.05,3373962,8.70654E+13,41882,1520994,0.4508
3/26/2019,WIPRO,EQ,256.5,257.1,258.6,253.4,254.95,255,254.9,3850516,9.81487E+13,51338,1732726,0.45
3/27/2019,WIPRO,EQ,255,255.2,256.4,253.75,254.55,254.55,254.85,3357731,8.55721E+13,34362,1693736,0.5044
3/28/2019,WIPRO,EQ,254.55,255.9,257.9,254.1,256,254.75,255.33,7104836,1.81409E+14,95147,4605271,0.6482
3/29/2019,WIPRO,EQ,254.75,257.1,259.6,254.35,254.8,254.8,256.17,5241216,1.34262E+14,67512,2854072,0.5445
4/1/2019,WIPRO,EQ,254.8,256,263.9,255.95,261.65,261.65,261.12,7066566,1.84522E+14,89062,3571671,0.5054
4/2/2019,WIPRO,EQ,261.65,263.4,263.9,259.2,261.05,261.65,261.88,3706567,9.70691E+13,48434,1592170,0.4296
4/3/2019,WIPRO,EQ,261.65,262.4,263.1,258.2,261.05,261.65,260.53,3769354,9.82032E+13,40396,1833624,0.4865
4/4/2019,WIPRO,EQ,261.65,261,262.25,254.95,259.2,259.05,258.37,6419198,1.65853E+14,62266,2117763,0.3299
4/5/2019,WIPRO,EQ,259.05,261,263.85,259.5,262.5,262.1,262.04,3614552,9.47155E+13,38632,1065709,0.2948
4/8/2019,WIPRO,EQ,262.1,263.7,265.5,260.75,263.6,263.7,263.29,3637464,9.57692E+13,38138,1618632,0.445
4/9/2019,WIPRO,EQ,263.7,263.5,275,263.35,274.75,273.8,270.54,13991384,3.78524E+14,137966,5610676,0.401
4/10/2019,WIPRO,EQ,273.8,278,281.8,275,281.25,281,279.14,18530666,5.17274E+14,125246,7579190,0.409
4/11/2019,WIPRO,EQ,281,283.5,284.6,280.15,281.4,281.3,282.42,9441628,2.66654E+14,82774,3310620,0.3506
4/12/2019,WIPRO,EQ,281.3,282.4,284.7,281.4,283.2,283.4,283.26,5789054,1.6398E+14,56751,1978302,0.3417
4/15/2019,WIPRO,EQ,283.4,285,289.5,284.15,289.4,287.7,287.23,7067192,2.02994E+14,70861,2821749,0.3993
4/16/2019,WIPRO,EQ,287.7,291.35,291.45,278,281.6,280.9,283.51,20367059,5.77427E+14,166816,6763607,0.3321
4/18/2019,WIPRO,EQ,280.9,289,289.55,280.2,284.55,284.8,284.61,27425578,7.80563E+14,205146,10061342,0.3669
4/22/2019,WIPRO,EQ,284.8,285.5,289,285.1,288.25,288.25,287.58,8412054,2.41915E+14,74420,2902643,0.3451
4/23/2019,WIPRO,EQ,288.25,289.7,291.85,286.7,291.3,291.1,289.44,6177784,1.78812E+14,67929,2637114,0.4269
4/24/2019,WIPRO,EQ,291.1,292.05,294.3,290.2,293.15,293.05,291.94,9149069,2.67101E+14,88882,4508731,0.4928
4/25/2019,WIPRO,EQ,293.05,293.05,295.95,292.85,295.2,295.2,294.82,10390816,3.06338E+14,66369,7528245,0.7245
4/26/2019,WIPRO,EQ,295.2,296.4,296.65,293.5,294.4,294.8,295.21,6196551,1.82926E+14,120833,3369963,0.5438
4/30/2019,WIPRO,EQ,294.8,295,299.45,295,298.55,298.55,297.52,7339917,2.18379E+14,74491,4068415,0.5543
5/2/2019,WIPRO,EQ,298.55,298.55,298.85,292.65,293.85,293.65,294.97,4539125,1.33888E+14,48820,2520963,0.5554
5/3/2019,WIPRO,EQ,293.65,293.5,293.7,288.55,291.65,290.9,290.38,7408308,2.15124E+14,158714,4380862,0.5913
5/6/2019,WIPRO,EQ,290.9,289.9,293.8,289.2,290.9,290.85,291.5,4304345,1.25473E+14,67172,1711610,0.3976
5/7/2019,WIPRO,EQ,290.85,292.65,294.95,290.3,293.5,293.85,292.37,4353844,1.27294E+14,46196,2801337,0.6434
5/8/2019,WIPRO,EQ,293.85,294.25,294.25,290.05,291.15,290.85,291.14,3952116,1.15061E+14,93603,2130271,0.539
5/9/2019,WIPRO,EQ,290.85,291.8,293.1,290.3,290.8,291.05,291.55,3748997,1.09302E+14,46326,2091801,0.558
5/10/2019,WIPRO,EQ,291.05,291.5,292.4,290,290.1,290.35,290.89,3066672,8.9207E+13,52262,1647285,0.5372
5/13/2019,WIPRO,EQ,290.35,290.5,293.5,288.25,289.3,289.1,290.23,4281950,1.24274E+14,48982,2260886,0.528
5/14/2019,WIPRO,EQ,289.1,289,289,283.1,285,284.6,284.88,8370424,2.38455E+14,85249,4526457,0.5408
5/15/2019,WIPRO,EQ,284.6,285.5,285.95,282.3,282.95,283,284.09,4315622,1.22603E+14,89037,2420413,0.5608
5/16/2019,WIPRO,EQ,283,283.85,287,283.85,286.25,285.35,285.78,3595548,1.02754E+14,56148,1558602,0.4335
5/17/2019,WIPRO,EQ,285.35,286.5,289.9,285.3,287.3,286.4,287.39,3356781,9.64698E+13,37183,1202517,0.3582
5/20/2019,WIPRO,EQ,286.4,289.5,291.5,287.4,290.9,290.25,289.37,4183461,1.21058E+14,66407,2245977,0.5369
5/21/2019,WIPRO,EQ,290.25,290.6,291,286,287.3,286.9,287.86,2514667,7.23876E+13,34198,1366802,0.5435
5/22/2019,WIPRO,EQ,286.9,287,287.5,281,283.4,283.1,282.64,7650054,2.16223E+14,93873,4829159,0.6313
5/23/2019,WIPRO,EQ,283.1,285.6,285.9,281.5,282.3,282.2,282.71,4856284,1.37292E+14,58395,2718751,0.5598
5/24/2019,WIPRO,EQ,282.2,283.9,284.2,280,283.65,282.9,281.43,4927649,1.38677E+14,53810,2504308,0.5082
5/27/2019,WIPRO,EQ,282.9,284,284.1,280.2,280.35,280.5,281.15,5450311,1.53238E+14,67102,3543795,0.6502
5/28/2019,WIPRO,EQ,280.5,281,285.75,279.65,284.5,282.95,282.94,44137428,1.24883E+15,164216,35541399,0.8052
5/29/2019,WIPRO,EQ,282.95,284.5,288.5,283.5,286.2,285.7,286.88,5505873,1.57953E+14,50179,2365740,0.4297
5/30/2019,WIPRO,EQ,285.7,286,290,285.5,288.05,288,287.76,11575957,3.33112E+14,69861,6379772,0.5511
5/31/2019,WIPRO,EQ,288,288.15,290,285,286.55,286.4,286.96,7324481,2.10181E+14,69816,4717819,0.6441
6/3/2019,WIPRO,EQ,286.4,288.5,292.05,287.25,291.55,291.3,289.78,5853338,1.69619E+14,63007,3391792,0.5795
6/4/2019,WIPRO,EQ,291.3,294,295.95,290.8,293.8,293.75,293.78,11081667,3.25554E+14,99945,5629356,0.508
6/6/2019,WIPRO,EQ,293.75,294,294.6,291,291.8,291.5,292.6,8600880,2.51664E+14,92939,5225513,0.6076
6/7/2019,WIPRO,EQ,291.5,292.5,295.9,292,294.8,295.05,294.31,6784884,1.99683E+14,83780,3365876,0.4961
6/10/2019,WIPRO,EQ,295.05,295.75,298,295.5,297.05,297.1,296.93,7481893,2.22161E+14,73372,5019789,0.6709
6/11/2019,WIPRO,EQ,297.1,297,299.5,296.1,297.5,297.7,298.33,7234084,2.15815E+14,61092,4298660,0.5942
6/12/2019,WIPRO,EQ,297.7,297.5,298.8,296.85,297.75,298,297.84,6222540,1.85335E+14,70618,4345117,0.6983
6/13/2019,WIPRO,EQ,298,298,298.9,297.15,298.55,298.4,298.09,5002281,1.49112E+14,50432,3544273,0.7085
6/14/2019,WIPRO,EQ,298.4,298.75,301.6,298,299,298.8,299.46,7965803,2.38547E+14,83695,4697379,0.5897
6/17/2019,WIPRO,EQ,298.8,300,300.75,298.85,299.15,299.15,299.67,6178604,1.85155E+14,46140,4216103,0.6688
6/18/2019,WIPRO,EQ,299.15,299.5,300.5,296,298.45,298,297.87,8401792,2.50263E+14,102022,5994300,0.6987
6/19/2019,WIPRO,EQ,298,299,299.2,292.15,293.3,294.05,294.38,11902961,3.50404E+14,102574,7889125,0.6628
6/20/2019,WIPRO,EQ,294.05,284.05,287.8,282.4,286.75,286.95,285.38,9560422,2.72833E+14,75937,4477433,0.4683
6/21/2019,WIPRO,EQ,286.95,287,290,284.2,286,285.85,286.66,6477258,1.85677E+14,59697,3476985,0.5368
6/24/2019,WIPRO,EQ,285.85,285.5,287.6,283.15,284.2,283.9,285.23,3171739,9.04669E+13,43631,1836281,0.579
6/25/2019,WIPRO,EQ,283.9,284,286.3,281.85,285.2,285.3,284.06,2809748,7.98142E+13,36672,1324648,0.4714
